city,loc,embedding-1,embedding-2,embedding-3,embedding-4,embedding-5,embedding-6,embedding-7,embedding-8
G,15,0.934776306,0.003295666,0.000509038,0.947074771,0.000678281,0.013590982,0.999945641,0.989432096
G,16,0.381831735,0.403507501,0.211881861,0.90785861,0.24784334,0.490837306,0.597688198,0.716154337
G,17,0.549624622,0.999958277,0.872934103,0.999999404,0.9170717,0.277017355,0.001562742,0.894851208
G,18,0.99816221,0.002434735,1.99E-05,0.999470174,3.24E-05,0.000407525,0.999999642,0.999782979
G,19,0.988123238,0.981660604,0.014382072,0.999999046,0.019678948,0.003788028,0.979436576,0.998626709
G,20,0.996656418,0.999785125,0.057281513,1,0.104168601,0.001542044,0.660248637,0.999669552
G,21,0.999694705,0.998675764,0.002295599,1,0.004257392,7.63E-05,0.996156991,0.999977231
G,22,0.891700864,0.999549568,0.433826059,0.999999166,0.540886879,0.063477173,0.063920841,0.980791092
G,23,0.999753177,0.999994397,0.02478496,1,0.065668762,7.59E-05,0.642854214,0.999986291
G,24,0.999706566,0.999665856,0.004880869,1,0.010076055,8.53E-05,0.983514786,0.999978542
G,25,0.936491668,0.999945641,0.482381254,1,0.626543105,0.028519217,0.025747981,0.992158771
G,26,0.748618245,0.999005854,0.581268191,0.999991417,0.663819969,0.187543839,0.039286979,0.939641595
G,27,0.989337683,0.999957919,0.19477497,1,0.32801187,0.004493066,0.133172691,0.998927057
G,28,0.772121131,0.998832524,0.521884501,0.999992728,0.60296613,0.156308576,0.05173032,0.9441154
G,29,0.217570812,0.982040226,0.726719141,0.996772707,0.738530934,0.680710137,0.030462364,0.518208385
G,30,0.825870752,0.999322772,0.517798662,0.999997258,0.61732024,0.113211535,0.047691252,0.965706885
G,31,0.138997629,0.998306274,0.916732669,0.999406457,0.929881692,0.819294989,0.002867025,0.402289271
G,32,0.095543124,0.999558866,0.967817545,0.999669671,0.975539565,0.858996809,0.000426313,0.365562558
G,33,0.177161947,0.92853111,0.758537173,0.968012571,0.765852511,0.709671795,0.027884606,0.498174667
G,34,0.96349448,0.999837995,0.332268357,0.999999881,0.473855436,0.022613708,0.093332224,0.995358288
G,35,0.995092154,0.999974728,0.150385842,1,0.282857388,0.00225407,0.185064942,0.99958998
G,36,0.173015341,0.950681269,0.750121832,0.981258154,0.756488562,0.702972114,0.027494142,0.490710348
G,37,0.188562661,0.898371994,0.658681273,0.96847713,0.66349411,0.677061319,0.057646696,0.510755062
H,0,0.947394729,0.996049821,0.103662908,0.999998212,0.136158302,0.022671752,0.639349222,0.991660058
H,1,0.931857169,0.991062164,0.056024633,0.99999702,0.067998998,0.020471748,0.835263133,0.989413977
H,2,0.353893161,0.999602854,0.874018192,0.999967217,0.909578741,0.545977771,0.003936258,0.771885514
H,3,0.112541653,0.999871373,0.971809506,0.999936938,0.980272233,0.845339596,0.000293711,0.410129458
H,4,0.995983243,0.999834061,0.026450101,1,0.047111236,0.00079296,0.798764408,0.999676228
H,5,0.99869895,0.998927891,0.004940462,1,0.008145794,0.000244007,0.986274779,0.999889374
H,6,0.997986674,0.997769833,0.00351547,1,0.005354852,0.000302472,0.992285013,0.999819577
H,7,0.999762118,0.99976331,0.00197405,1,0.003900282,3.38E-05,0.993102193,0.99998486
H,8,0.999999166,0.999972939,6.08E-05,1,0.000179232,8.48E-08,0.999890566,1
H,9,0.99996388,0.999931693,0.000785712,1,0.001845832,4.75E-06,0.997269571,0.999998331
H,10,0.842418313,0.999402285,0.316700518,0.999999166,0.404461294,0.05769578,0.125863284,0.977205634
H,11,0.811676681,0.999814093,0.562256157,0.999999404,0.674147725,0.092304654,0.029275885,0.974193096
H,12,0.994496763,0.999802053,0.039737333,1,0.070377797,0.001375009,0.708716869,0.99949646
H,13,0.917713225,0.999903202,0.489924669,0.999999881,0.62193054,0.036814708,0.029235138,0.988936245
H,14,0.999835134,0.999900103,0.004571898,1,0.010286957,4.00E-05,0.977369606,0.99998951
H,15,0.999997258,0.999970436,0.000217417,1,0.0006244,4.12E-07,0.999454439,0.999999881
H,16,0.999999762,0.999994159,4.70E-05,1,0.000166873,2.39E-08,0.999886274,1
H,17,1,0.999997139,4.91E-06,1,2.13E-05,7.22E-10,0.999993801,1
H,18,0.999999523,0.999982953,7.15E-05,1,0.000231964,6.36E-08,0.999864578,1
H,19,0.999995708,0.999926686,0.000342473,1,0.000925972,9.86E-07,0.999342144,0.999999762
H,20,0.998859048,0.99970299,0.013734386,1,0.026243575,0.000345279,0.933802962,0.999904275
H,21,0.999999762,0.999998927,0.000177863,1,0.000743935,3.63E-08,0.998939574,1
H,22,1,0.99998951,7.87E-06,1,2.96E-05,2.42E-09,0.999991894,1
H,23,1,0.999997258,2.47E-06,1,1.13E-05,2.37E-10,0.999997616,1
H,24,0.998829782,0.997523963,0.003593253,1,0.00574319,0.00024721,0.993362546,0.99989295
H,25,0.999962568,0.999688148,0.00090589,1,0.001987298,8.53E-06,0.998235822,0.999997735
H,26,0.982331157,0.991677761,0.02874722,0.999999285,0.038318802,0.006393732,0.93318063,0.997472346
H,27,0.999942899,0.999577463,0.001159871,1,0.002454444,1.42E-05,0.997835219,0.999996305
H,28,0.99983871,0.998743594,0.001557644,1,0.002903239,4.11E-05,0.997652948,0.999987483
H,29,0.620479524,0.393328041,0.051742043,0.988347828,0.054546978,0.161856294,0.924771607,0.880164385
H,30,0.999765933,0.999461234,0.002996415,1,0.005858436,6.20E-05,0.99277389,0.999982476
H,31,0.198427305,0.91803962,0.524433017,0.988552451,0.543279707,0.669479191,0.111454643,0.481576562
H,32,0.999883771,0.994541824,0.000472461,1,0.000783395,2.29E-05,0.9996773,0.999990702
H,33,0.890203655,0.310797602,0.013149694,0.997958064,0.014145782,0.031817589,0.989059031,0.976481974
H,34,0.999985814,0.999914527,0.000910008,1,0.002317586,3.59E-06,0.997503221,0.999999285
H,35,0.890499234,0.991184652,0.177039295,0.999981761,0.218086019,0.059070937,0.490252465,0.979483128
H,36,0.992852867,0.998320401,0.039853916,0.999999881,0.06216649,0.003170286,0.853395641,0.999104679
H,37,0.674026668,0.997771263,0.5547387,0.999970436,0.628657997,0.240169406,0.061341256,0.918296576
H,38,0.998402059,0.999916911,0.052762188,1,0.109957762,0.000773871,0.640506923,0.999870539
H,39,0.999361336,0.999872684,0.023097051,1,0.049620774,0.000299965,0.864425421,0.999948621
H,40,0.983594,0.9989537,0.096497454,0.999999881,0.146405742,0.008253019,0.59136945,0.997834384
H,41,0.453466803,0.127697557,0.086807355,0.806722641,0.088677548,0.338830918,0.891393363,0.763347745
H,42,0.274666369,0.600656629,0.361837208,0.922806382,0.362555712,0.556293845,0.324163824,0.605822921
H,43,0.969723523,0.999940157,0.277675271,1,0.41491878,0.012727136,0.098283753,0.99714154
H,44,0.999979258,0.999873281,0.000969618,1,0.002369249,5.58E-06,0.99780494,0.999998927
H,45,0.999997377,0.999938369,0.000351501,1,0.001005081,7.63E-07,0.999371111,0.999999881
H,46,0.763806105,0.999700546,0.675387084,0.999997377,0.763346791,0.175258383,0.019322872,0.956675053
H,47,0.976227522,0.999756873,0.156284004,1,0.249768227,0.009156246,0.296543121,0.997598588
H,48,0.423657924,0.909470916,0.25944376,0.997467756,0.277380407,0.342387408,0.393609613,0.781769812
H,49,0.999958158,0.999997258,0.009373732,1,0.028422588,1.33E-05,0.87891525,0.999998331
H,50,0.296229839,0.974412858,0.631598294,0.997002423,0.648875415,0.536700368,0.054517299,0.673134089
H,51,0.396880686,0.987531245,0.561746299,0.999410748,0.60275358,0.413397938,0.072322316,0.783697724
H,52,0.370334476,0.256229132,0.130792141,0.8816517,0.13428241,0.403872907,0.786544144,0.714296043
I,0,0.987834334,0.999222159,0.057344191,1,0.08939974,0.004156307,0.710629225,0.998589933
I,1,0.973502278,0.999735892,0.17692171,1,0.273887515,0.011110979,0.261895537,0.99721992
I,2,0.999733031,0.999899149,0.007859287,1,0.017382357,7.78E-05,0.956771374,0.999982238
I,3,0.999992013,0.999978542,0.000632207,1,0.001738917,1.32E-06,0.997297347,0.999999642
I,4,0.999989986,0.999965072,0.000563349,1,0.001471123,1.62E-06,0.997938812,0.999999523
I,5,0.844336331,0.995918691,0.249433488,0.999989748,0.301114351,0.083021298,0.302114099,0.968740761
I,6,0.999792874,0.999575675,0.002352039,1,0.004580436,4.37E-05,0.993807375,0.999985218
I,7,0.996126592,0.998921394,0.013429631,1,0.02142407,0.000860059,0.948530018,0.999620318
I,8,0.870325208,0.999736845,0.538088977,0.999999285,0.655452967,0.075068466,0.033607271,0.979601979
I,9,0.996879339,0.999997616,0.230595306,1,0.446547806,0.001141624,0.052167404,0.999823749
I,10,0.752320349,0.892822087,0.080546126,0.999617815,0.087537639,0.093148015,0.822465837,0.941572726
I,11,0.9228158,0.993402421,0.080042511,0.999996901,0.09978959,0.026002679,0.7362957,0.987586856
I,12,0.999192178,0.999991417,0.056991108,1,0.132781699,0.000265405,0.400687724,0.999949813
I,13,0.491752416,0.999955535,0.877331316,0.999999046,0.921641827,0.319628954,0.001552798,0.879636526
I,14,0.999999762,0.99999702,9.65E-05,1,0.000356188,3.55E-08,0.999616027,1
I,15,0.999994278,0.999947309,0.000385043,1,0.001023547,1.08E-06,0.998982012,0.999999762
I,16,0.981079698,0.999969363,0.374971807,1,0.560122788,0.009444022,0.051942747,0.998510182
I,17,0.999995112,0.999999285,0.00229686,1,0.008357659,9.20E-07,0.961030424,0.999999881
I,18,0.999999762,0.999992132,7.04E-05,1,0.000242487,3.86E-08,0.999814689,1
I,19,0.999999881,0.999986529,2.20E-05,1,7.39E-05,1.37E-08,0.999964595,1
I,20,0.99965775,0.999969959,0.021036679,1,0.050812304,0.000115462,0.823047996,0.999981284
I,21,0.929111123,0.98406744,0.098445557,0.999984741,0.122290559,0.028804395,0.717365861,0.989239216
I,22,1,0.999999762,9.26E-07,1,5.44E-06,1.69E-11,0.999998331,1
I,23,1,0.999997973,1.36E-06,1,6.25E-06,1.14E-10,0.999998569,1
I,24,0.999997497,0.99990344,0.000115846,1,0.000300531,3.70E-07,0.999820173,0.999999881
I,25,1,0.999999523,2.28E-06,1,1.22E-05,8.14E-11,0.99999547,1
I,26,1,0.999997616,7.18E-07,1,3.31E-06,5.69E-11,0.999999404,1
I,27,0.999999762,0.999955177,2.37E-05,1,7.17E-05,2.86E-08,0.999973774,1
I,28,1,0.999995708,3.82E-06,1,1.58E-05,6.65E-10,0.999995589,1
I,29,0.999999523,0.999977231,6.50E-05,1,0.000201933,6.88E-08,0.999872088,1
I,30,0.999999642,0.999861836,2.15E-05,1,5.79E-05,5.18E-08,0.999983788,1
I,31,0.999964237,0.999810398,0.000996219,1,0.002255735,8.18E-06,0.997514367,0.999997735
I,32,0.995663464,0.99994278,0.107759953,1,0.205004558,0.001893199,0.34680593,0.999657631
J,0,0.102509379,0.999602735,0.96543014,0.999715388,0.974065125,0.868124664,0.000539105,0.364659071
J,1,0.997369528,0.999931455,0.076178618,1,0.149807587,0.001208542,0.48557809,0.999781787
J,2,0.99262017,0.999858379,0.120794073,1,0.210554674,0.003626641,0.368122011,0.999276102
J,3,0.654759645,0.997616291,0.554433107,0.999964714,0.622144461,0.257066011,0.061563913,0.907313347
J,4,0.998386741,0.99993825,0.053927068,1,0.111258954,0.000715659,0.605064094,0.999875188
J,5,0.998555601,0.999945879,0.052708827,1,0.110289142,0.000638328,0.602683842,0.999890089
J,6,0.998062313,0.999931931,0.059868407,1,0.121161699,0.000872533,0.575575769,0.999845982
J,7,0.285925657,0.95727396,0.605134606,0.994186401,0.614385545,0.567792416,0.072428875,0.630176187
K,0,0.098567635,0.985743463,0.850748897,0.992416382,0.852351487,0.859706342,0.01194551,0.27065599
K,1,1,0.999897361,1.70E-07,1,6.66E-07,7.83E-11,1,1
K,2,0.991013348,0.939198136,0.008717955,0.999996901,0.011415255,0.002532327,0.990619183,0.998967767
K,3,1,0.97995317,1.15E-08,1,3.56E-08,3.79E-11,1,1
K,4,1,0.999999523,4.85E-12,1,5.28E-11,4.52E-18,1,1
K,5,1,0.999999166,1.05E-12,1,1.16E-11,9.00E-19,1,1
K,6,1,0.99991703,3.73E-09,1,1.84E-08,5.36E-13,1,1
K,7,0.999998689,0.999737442,5.13E-05,1,0.000136074,2.24E-07,0.99996686,1
K,8,0.981685221,0.310057104,0.003069503,0.999784172,0.003878369,0.004451067,0.998642743,0.997632146
K,9,1,0.999987721,6.65E-11,1,4.67E-10,9.65E-16,1,1
K,10,1,0.999994993,8.71E-12,1,7.47E-11,4.02E-17,1,1
K,11,1,0.02063432,2.54E-08,1,4.56E-08,1.10E-09,1,1
K,12,1,0.999026537,8.99E-08,1,3.02E-07,1.40E-10,1,1
K,13,1,0.999460995,1.34E-09,1,5.95E-09,4.41E-13,1,1
K,14,1,0.990067601,1.21E-10,1,4.97E-10,9.24E-14,1,1
K,15,1,2.05E-05,1.89E-10,1,3.98E-10,5.17E-11,1,1
K,16,1,0.999937892,3.00E-14,1,2.85E-13,1.40E-19,1,1
K,17,1,0.019118866,1.15E-11,1,3.28E-11,3.95E-14,1,1
K,18,1,0.999999642,9.91E-06,1,5.10E-05,4.53E-10,0.999971747,1
K,19,0.9895823,0.997059405,0.028939851,0.999999881,0.042666245,0.003592938,0.912690639,0.998803854
K,20,1,0.999990225,1.25E-15,1,1.64E-14,7.32E-22,1,1
K,21,1,0.318708569,1.19E-11,1,4.02E-11,2.03E-14,1,1
K,22,1,0.999999762,3.65E-06,1,2.07E-05,9.06E-11,0.999991536,1
K,23,0.999999762,0.999982476,3.49E-05,1,0.000116789,2.60E-08,0.999952674,1
K,24,1,0.733173847,5.54E-11,1,1.92E-10,8.73E-14,1,1
K,25,0.999996424,0.005950956,1.24E-06,0.999999523,1.78E-06,1.92E-07,1,0.999999881
K,26,0.999855757,0.999655128,0.002228211,1,0.004607107,3.51E-05,0.994660079,0.999991179
K,27,1,0.99970907,2.17E-13,1,1.61E-12,4.47E-18,1,1
K,28,1,0.996172369,2.92E-08,1,9.27E-08,7.52E-11,1,1
K,29,1,0.991732836,9.09E-10,1,3.39E-09,1.12E-12,1,1
K,30,1,0.999940753,4.21E-14,1,3.87E-13,2.18E-19,1,1
K,31,1,0.990465522,1.10E-10,1,4.54E-10,8.27E-14,1,1
K,32,1,0.193924129,6.23E-10,1,1.60E-09,4.28E-12,1,1
K,33,1,0.999937892,7.63E-13,1,5.84E-12,9.44E-18,1,1
K,34,1,0.993770778,3.11E-10,1,1.24E-09,2.82E-13,1,1
K,35,1,0.000162424,2.32E-09,1,4.57E-09,9.51E-10,1,1
K,36,0.722473979,0.99319756,0.408592641,0.999926209,0.464410603,0.190861255,0.157458231,0.932989061
K,37,0.428258955,0.205866769,0.139621615,0.82962954,0.148062378,0.402032882,0.787760079,0.748889208
K,38,1,0.986594915,5.94E-09,1,1.90E-08,1.70E-11,1,1
K,39,1,0.999885559,1.36E-13,1,1.09E-12,1.45E-18,1,1
K,40,1,0.999929786,2.10E-13,1,1.73E-12,1.90E-18,1,1
K,41,1,0.001116546,7.60E-12,1,1.82E-11,6.52E-14,1,1
K,42,0.999968529,0.001260652,2.00E-06,0.999984384,3.07E-06,3.19E-06,1,0.999997497
K,43,1,1.22E-05,4.76E-11,1,1.11E-10,1.35E-11,1,1
K,44,0.999997377,0.982282579,1.14E-05,1,2.28E-05,3.44E-07,0.999998569,0.999999881
K,45,1,0.992319286,2.80E-08,1,8.44E-08,1.01E-10,1,1
K,46,0.276548564,0.99594444,0.782575488,0.999551117,0.807249844,0.650353372,0.015984714,0.59240365
K,47,0.59206444,0.036281094,0.037069816,0.668111026,0.041761797,0.269065201,0.974917114,0.83620137
